adminPcode,name,male_population_2023,female_population_2023,population_2023,crude_birth_rate_2023
LK6218010,Viruthodai,1331,1330,2661,15
LK6218015,Weerapura,1331,1330,2661,15
LK6218020,Welusumanapura,1331,1330,2661,15
LK6218025,Madurankuliya,1331,1330,2661,15
LK6218030,Kanamulla North,1331,1330,2661,15
LK6218035,Kadayamotte,1331,1330,2661,15
LK6218040,Nallandaluwa,1331,1330,2661,15
LK6218045,Palasola,1331,1330,2661,15
LK6218050,Mukkuthoduwawa,1331,1330,2661,15
LK6218055,Kandathoduwawa,1331,1330,2661,15
LK6218060,Kanamulla South,1331,1330,2661,15
LK6218065,Pubudugama,1331,1330,2661,15
LK6218070,Sameeragama,1331,1330,2661,15
LK6218075,Palliwasalpaduwa,1331,1330,2661,15
LK6218080,Perukkuvattan,1331,1330,2661,15
LK6218085,Kottanthievu,1331,1330,2661,15
LK6218090,Mangalaeliya,1331,1330,2661,15
LK6218095,Nawadankulama,1331,1330,2661,15
LK6218100,Mundalama,1331,1330,2661,15
LK6218105,Kudirippuwa,1331,1330,2661,15
LK6218110,Kattakaduwa,1331,1330,2661,15
LK6218115,Sinnapaduwa,1331,1330,2661,15
LK6218120,Poonapitiya,1331,1330,2661,15
LK6218125,Andimunai,1331,1330,2661,15
LK6218130,Udappuwa,1331,1330,2661,15
LK6218135,Udappuwa,1331,1330,2661,15
LK6218140,Pulichchakulama,1331,1330,2661,15
LK6218145,Karathanvilluwa,1331,1330,2661,15
LK6218150,Tharakudivilluwa,1331,1330,2661,15
LK6218155,Angunavila,1331,1330,2661,15
LK6221,Mahakumbukkadawala,41250,41250,82500,15
LK6221005,Kivula No. 4-2,1650,1650,3300,15
LK6221010,Dangahawala,1650,1650,3300,15
LK6221015,Kivula No. 4-1,1650,1650,3300,15
LK6221020,Kivula Youth Project,1650,1650,3300,15
LK6221025,Kivula No. 1,1650,1650,3300,15
LK6221030,Kivulagoda Govi Janapadaya,1650,1650,3300,15
LK6221035,Rathmalgaswewa,1650,1650,3300,15
LK6221040,Dangaswewa,1650,1650,3300,15
LK6221045,Kawayankulama,1650,1650,3300,15
LK6221050,Jayarajapura,1650,1650,3300,15
LK6221055,Karuwalabedda,1650,1650,3300,15
LK6221060,Maha Kumbukkadawala,1650,1650,3300,15
LK6221065,Sembukuliya,1650,1650,3300,15
LK6221070,Walpaluwa,1650,1650,3300,15
LK6221075,Kakupandiyawa,1650,1650,3300,15
LK6221080,Punavitiya,1650,1650,3300,15
LK6221085,Garayakgama,1650,1650,3300,15
LK6221090,Daluwegama,1650,1650,3300,15
LK6221095,Mohoriya,1650,1650,3300,15
LK6221100,Baranankattuwa,1650,1650,3300,15
LK6221105,Karungalichole,1650,1650,3300,15
LK6221110,Mahasembukuliya,1650,1650,3300,15
LK6221115,Galkuliya West,1650,1650,3300,15
LK6221120,Galkuliya East,1650,1650,3300,15
LK6221125,Andigama,1650,1650,3300,15
LK6224,Anamaduwa,41250,41250,82500,15
LK6224005,Kottukachchiya Colony 2,1179,1179,2358,15
LK6224010,Kottukachchiya Colony 1,1179,1178,2357,15
LK6224015,Mellankulama,1179,1178,2357,15
LK6224020,Kottukachchiya,1179,1178,2357,15
LK6224025,Paliyagama,1179,1178,2357,15
LK6224030,Uriyawa,1179,1178,2357,15
LK6224035,Koilandigama,1179,1178,2357,15
LK6224040,07 Gammanaya,1179,1178,2357,15
LK6224045,Maha Uswewa South,1179,1178,2357,15
LK6224050,Maha Uswewa North,1179,1178,2357,15
LK6224055,Alankulama,1179,1178,2357,15
LK6224060,Merungoda,1179,1178,2357,15
LK6224065,Labugala,1179,1178,2357,15
LK6224070,Karambewa,1179,1178,2357,15
LK6224075,Thalgaswewa,1179,1178,2357,15
LK6224080,Periyakulama,1179,1178,2357,15
LK6224085,Paramakandagama,1179,1178,2357,15
LK6224090,Thonigala,1179,1178,2357,15
LK6224095,Wadatta,1179,1178,2357,15
LK6224100,Viharagama,1179,1178,2357,15
LK6224105,Siyambalagashena,1179,1178,2357,15
LK6224110,Thattewa,1179,1178,2357,15
LK6224115,Thammennagama,1179,1178,2357,15
LK6224120,Bammannegama,1179,1178,2357,15
LK6224125,Kothalakemiyawa,1179,1178,2357,15
LK6224130,Gallewa,1179,1178,2357,15
LK6224135,Thalakolawewa,1179,1178,2357,15
LK6224140,Anamaduwa,1179,1178,2357,15
LK6224145,Peramakuttuwa,1179,1178,2357,15
LK6224150,Divulwewa,1179,1178,2357,15
LK6224155,Wadigamangawa,1179,1178,2357,15
LK6224160,Dharmapalaya,1179,1178,2357,15
LK6224165,Uppalawatta,1179,1178,2357,15
LK6224170,Sangattikulama,1179,1178,2357,15
LK6224175,Mudalakkuliya,1179,1178,2357,15
LK6227,Pallama,41250,41250,82500,15
LK6227005,Dewala Handiya,2292,2292,4584,15
LK6227010,Wilpatha East,2292,2291,4583,15
LK6227015,Siyambalagaswewa,2292,2291,4583,15
LK6227020,Nagavila,2292,2291,4583,15
LK6227025,Periyamaduwa,2292,2291,4583,15
LK6227030,Kammanadaluwa,2292,2291,4583,15
LK6227035,Wilpatha West,2292,2291,4583,15
LK6227040,Thamarakkulama,2292,2291,4583,15
LK6227045,Serukele,2292,2291,4583,15
LK6227050,Katupotha,2292,2291,4583,15
LK6227055,Madawakkulama,2292,2291,4583,15
LK6227060,Wetiya,2292,2291,4583,15
LK6227065,Nandimithrapura,2292,2291,4583,15
LK6227070,Wendakaduwa,2292,2291,4583,15
LK6227075,Pallama,2292,2291,4583,15
LK6227080,Wathupola,2292,2291,4583,15
LK6227085,Puliyankulama,2292,2291,4583,15
LK6227090,Thammana,2292,2291,4583,15
LK6230,Arachchikattuwa,41250,41250,82500,15
LK6230005,Battaluoya,1250,1250,2500,15
LK6230010,Mahamaeliya,1250,1250,2500,15
LK6230015,Buruthakele,1250,1250,2500,15
LK6230020,Wijayakatupatha Elen Megoda,1250,1250,2500,15
LK6230025,Pahala Attanganaya,1250,1250,2500,15
LK6230030,Wijayakatupatha Elen Egoda,1250,1250,2500,15
LK6230035,Anavilundawa,1250,1250,2500,15
LK6230040,Suruvila,1250,1250,2500,15
LK6230045,Ilakkattuwa,1250,1250,2500,15
LK6230050,Pankulawa,1250,1250,2500,15
LK6230055,Ihala Attanganaya,1250,1250,2500,15
LK6230060,Ambakele,1250,1250,2500,15
LK6230065,Welipelessa,1250,1250,2500,15
LK6230070,Nalladarankattuwa,1250,1250,2500,15
LK6230075,Karukupane,1250,1250,2500,15
LK6230080,Wairankattuwa,1250,1250,2500,15
LK6230085,Sengaloya,1250,1250,2500,15
LK6230090,Arachchikattuwa West,1250,1250,2500,15
LK6230095,Arachchikattuwa East,1250,1250,2500,15
LK6230100,Bandarahena,1250,1250,2500,15
LK6230105,Adippala,1250,1250,2500,15
LK6230110,Andanan Kattuwa,1250,1250,2500,15
LK6230115,Kumarakattuwa,1250,1250,2500,15
LK6230120,Elivitiya,1250,1250,2500,15
LK6230125,Diganwewa,1250,1250,2500,15
LK6230130,Rajakadaluwa,1250,1250,2500,15
LK6230135,Kusala,1250,1250,2500,15
LK6230140,Kottapitiya,1250,1250,2500,15
LK6230145,Bangadeniya,1250,1250,2500,15
LK6230150,Weerakumandaluwa,1250,1250,2500,15
LK6230155,Karukkuliya,1250,1250,2500,15
LK6230160,Mukkandaluwa,1250,1250,2500,15
LK6230165,Dematapitiya,1250,1250,2500,15
LK6233,Chilaw,41250,41250,82500,15
LK6233005,Kurusapaduwa,842,842,1684,15
LK6233010,Deduruoya,842,841,1683,15
LK6233015,Manuwangama West,842,841,1683,15
LK6233020,Manuwangama East,842,841,1683,15
LK6233025,Nariyagama North,842,841,1683,15
LK6233030,Parappanmulla,842,841,1683,15
LK6233035,Weerapandiyana,842,841,1683,15
LK6233040,Maha Vilattawa,842,841,1683,15
LK6233045,Kanattawa,842,841,1683,15
LK6233050,Nariyagama South,842,841,1683,15
LK6233055,Urudayandaluwa,842,841,1683,15
LK6233060,Thissogama,842,841,1683,15
LK6233065,Thimbilla,842,841,1683,15
LK6233070,Wattakkaliya,842,841,1683,15
LK6233075,Weralabada South,842,841,1683,15
LK6233080,Weralabada North,842,841,1683,15
LK6233085,Egodawatta,842,841,1683,15
LK6233090,Aluthwatta,842,841,1683,15
LK6233095,Aluthwatta,842,841,1683,15
LK6233100,Ichchampitiya,842,841,1683,15
LK6233105,Munneshwarama,842,841,1683,15
LK6233110,Thittakade,842,841,1683,15
LK6233115,Mugunuwatawana,842,841,1683,15
LK6233120,Kokkavila,842,841,1683,15
LK6233125,Puliyankadawara,842,841,1683,15
LK6233130,Punchi Vilattawa,842,841,1683,15
LK6233135,Karavitagara West,842,841,1683,15
LK6233140,Karavitagara East,842,841,1683,15
LK6233145,Dambakele,842,841,1683,15
LK6233150,Weerakelewatta,842,841,1683,15
LK6233155,Karavita,842,841,1683,15
LK6233160,Mungandaluwa East,842,841,1683,15
LK6233165,Mungandaluwa West,842,841,1683,15
LK6233170,Ilippadeniya,842,841,1683,15
LK6233175,Sawarana,842,841,1683,15
LK6233180,Maikkulama,842,841,1683,15
LK6233185,Pitipana East,842,841,1683,15
LK6233190,Melpura,842,841,1683,15
LK6233195,Pitipana North,842,841,1683,15
LK6233200,Pitipana South,842,841,1683,15
LK6233205,Weralabada,842,841,1683,15
LK6233210,Welihena,842,841,1683,15
LK6233215,Merawala,842,841,1683,15
LK6233220,Inigodawela,842,841,1683,15
LK6233225,Ihala Olidaluwa,842,841,1683,15
LK6233230,Maradankulama,842,841,1683,15
LK6233235,Olidaluwa,842,841,1683,15
LK6233240,Ambakandavila,842,841,1683,15
LK6233245,Kakkapalliya,842,841,1683,15
LK6236,Madampe,41250,41250,82500,15
LK6236005,Athuwana,842,842,1684,15
LK6236010,Mahagama North,842,841,1683,15
LK6236015,Mahagama South,842,841,1683,15
LK6236020,Kongasyaya,842,841,1683,15
LK6236025,Ponnankanniya,842,841,1683,15
LK6236030,Manakkulama,842,841,1683,15
LK6236035,Dematapitiya,842,841,1683,15
LK6236040,Thambagalla West,842,841,1683,15
LK6236045,Thambagalla,842,841,1683,15
LK6236050,Thambagalla Watta,842,841,1683,15
LK6236055,Medagama,842,841,1683,15
LK6236060,Panirendawa,842,841,1683,15
LK6236065,Rathmal Agara,842,841,1683,15
LK6236070,Rathnagiriya,842,841,1683,15
LK6236075,Nankadawara,842,841,1683,15
LK6236080,Kuda Bingiriya,842,841,1683,15
LK6236085,Indigasvila,842,841,1683,15
LK6236090,Walahena,842,841,1683,15
LK6236095,Pambala,842,841,1683,15
LK6236100,Pambala South,842,841,1683,15
LK6236105,Hareendragama,842,841,1683,15
LK6236110,Sembukattiya,842,841,1683,15
LK6236115,Uraliya,842,841,1683,15
LK6236120,Heen Agara,842,841,1683,15
LK6236125,Kachchakaduwa,842,841,1683,15
LK6236130,Galmuruwa North,842,841,1683,15
LK6236135,Kudirippuwa,842,841,1683,15
LK6236140,Karukkuwatawana,842,841,1683,15
LK6236145,Erunvila,842,841,1683,15
LK6236150,Karukkuwa,842,841,1683,15
LK6236155,Galahitiyawa,842,841,1683,15
LK6236160,Maraggalagama,842,841,1683,15
LK6236165,Irattakulama North,842,841,1683,15
LK6236170,Irattakulama South,842,841,1683,15
LK6236175,Egodayagama,842,841,1683,15
LK6236180,Pattiyagama,842,841,1683,15
LK6236185,Ihalagama,842,841,1683,15
LK6236190,Uraliyagara,842,841,1683,15
LK6236195,Mellawagara,842,841,1683,15
LK6236200,Suduwella,842,841,1683,15
LK6236205,Pothuvila,842,841,1683,15
LK6236210,Pallakele,842,841,1683,15
LK6236215,Galmuruwa South,842,841,1683,15
LK6236220,Henapola,842,841,1683,15
LK6236225,Mugunuwatawana,842,841,1683,15
LK6236230,Pookulama,842,841,1683,15
LK6236235,Nelumpokuna,842,841,1683,15
LK6236240,Mahabaddegama,842,841,1683,15
LK6236245,Thaniwellagama,842,841,1683,15
LK6239,Mahawewa,41250,41250,82500,15
LK6239005,Iranavila West,878,878,1756,15
LK6239010,Iranavila East,878,877,1755,15
LK6239015,Thoduwawa North,878,877,1755,15
LK6239020,Meda Thoduwawa,878,877,1755,15
LK6239025,Thoduwawa South,878,877,1755,15
LK6239030,Mattakotuwa,878,877,1755,15
LK6239035,Pahala Mahawewa,878,877,1755,15
LK6239040,Adapparagama,878,877,1755,15
LK6239045,Ihala Kudawewa,878,877,1755,15
LK6239050,Puruduwella,878,877,1755,15
LK6239055,Galamuna,878,877,1755,15
LK6239060,Medagoda,878,877,1755,15
LK6239065,Hewana,878,877,1755,15
LK6239070,Yatakalana,878,877,1755,15
LK6239075,Muttibendivila,878,877,1755,15
LK6239080,Ihala Walahapitiya,878,877,1755,15
LK6239085,Meda Walahapitiya,878,877,1755,15
LK6239090,Pahala Kudawewa,878,877,1755,15
LK6239095,Maligawatta,878,877,1755,15
LK6239100,Meda Mahawewa,878,877,1755,15
LK6239105,Veehena,878,877,1755,15
LK6239110,Mattakotuwella,878,877,1755,15
LK6239115,Barudelpola,878,877,1755,15
LK6239120,Ihala Mahawewa,878,877,1755,15
LK6239125,Pahala Koswadiya,878,877,1755,15
LK6239130,Meda Koswadiya,878,877,1755,15
LK6239135,Ihala Koswadiya,878,877,1755,15
LK6239140,Pahala Walahapitiya,878,877,1755,15
LK6239145,Panangoda,878,877,1755,15
LK6239150,Sagaragama,878,877,1755,15
LK6239155,Egodagoda,878,877,1755,15
LK6239160,Puhulhena,878,877,1755,15
LK6239165,Halpanvila East,878,877,1755,15
LK6239170,Meda Hattiniya,878,877,1755,15
LK6239175,Halpanvila West,878,877,1755,15
LK6239180,Thalvila,878,877,1755,15
LK6239185,Modarawella,878,877,1755,15
LK6239190,Pahala Hattiniya,878,877,1755,15
LK6239195,Maravila North,878,877,1755,15
LK6239200,Ihala Hattiniya,878,877,1755,15
LK6239205,Maranda North,878,877,1755,15
LK6239210,Maranda South,878,877,1755,15
LK6239215,Horagolla North,878,877,1755,15
LK6239220,Horagolla South,878,877,1755,15
LK6239225,Maravila Town,878,877,1755,15
LK6239230,Maravila South,878,877,1755,15
LK6239235,Maravila Wella,878,877,1755,15
LK6242,Nattandiya,41250,41250,82500,15
LK6242005,Pahala Nattandiya,878,878,1756,15
LK6242010,Mailawa,878,877,1755,15
LK6242015,Pilakatumulla,878,877,1755,15
LK6242020,Dunkannawa,878,877,1755,15
LK6242025,Maningala,878,877,1755,15
LK6242030,Sandanangama,878,877,1755,15
LK6242035,Ihala Thabbowa,878,877,1755,15
LK6242040,Meda Thabbowa,878,877,1755,15
LK6242045,Pahala Thabbowa,878,877,1755,15
LK6242050,Weerahena East,878,877,1755,15
LK6242055,Ihala Nattandiya,878,877,1755,15
LK6242060,Meda Nattandiya,878,877,1755,15
LK6242065,Weerahena West,878,877,1755,15
LK6242070,Mudukatuwa North,878,877,1755,15
LK6242075,Mudukatuwa South,878,877,1755,15
LK6242080,Mudukatuwa East,878,877,1755,15
LK6242085,Pahala Mavila,878,877,1755,15
LK6242090,Meda Mavila,878,877,1755,15
LK6242095,Ihala Mavila,878,877,1755,15
LK6242100,Pahala Kottaramulla,878,877,1755,15
LK6242105,Paluwelgala North,878,877,1755,15
LK6242110,Kachchirawa,878,877,1755,15
LK6242115,Paluwelgala South,878,877,1755,15
LK6242120,Naravila,878,877,1755,15
LK6242125,Kuddetiyawa,878,877,1755,15
LK6242130,Yakdessawa,878,877,1755,15
LK6242135,Koswatta North,878,877,1755,15
LK6242140,Meegahawela,878,877,1755,15
LK6242145,Koswatta South,878,877,1755,15
LK6242150,Morakele South,878,877,1755,15
LK6242155,Meda Kottaramulla,878,877,1755,15
LK6242160,Morakele North,878,877,1755,15
LK6242165,Ihala Kottaramulla,878,877,1755,15
LK6242170,Thummodara East,878,877,1755,15
LK6242175,Thummodara West,878,877,1755,15
LK6242180,Nakele,878,877,1755,15
LK6242185,Ihala Katuneriya,878,877,1755,15
LK6242190,Bulugahawewa,878,877,1755,15
LK6242195,Nebadagahayaya,878,877,1755,15
LK6242200,Lansigama,878,877,1755,15
LK6242205,Pahala Katuneriya North,878,877,1755,15
LK6242210,Meda Pahala Katuneriya,878,877,1755,15
LK6242215,Pahala Katuneriya South,878,877,1755,15
LK6242220,Meda Katuneriya,878,877,1755,15
LK6242225,Meegahawewa,878,877,1755,15
LK6242230,Dematapitiya,878,877,1755,15
LK6242235,Dhammikagama,878,877,1755,15
LK6245,Wennappuwa,41250,41250,82500,15
LK6245005,Kolinjadiya West,794,793,1587,15
LK6245010,Kolinjadiya North,793,793,1586,15
LK6245015,Udasirigama,793,793,1586,15
LK6245020,Sirigampala North,793,793,1586,15
LK6245025,Lunuvila East,793,793,1586,15
LK6245030,Sirigampala South,793,793,1586,15
LK6245035,Meda Lunuvila,793,793,1586,15
LK6245040,Lunuvila West,793,793,1586,15
LK6245045,Wennappuwa North,793,793,1586,15
LK6245050,Kolinjadiya East,793,793,1586,15
LK6245055,Kolinjadiya South,793,793,1586,15
LK6245060,Ulhitiyawa West,793,793,1586,15
LK6245065,Ulhitiyawa North,793,793,1586,15
LK6245070,Meda Ulhitiyawa,793,793,1586,15
LK6245075,Wennappuwa West,793,793,1586,15
LK6245080,Meda Wennappuwa,793,793,1586,15
LK6245085,Wennappuwa East,793,793,1586,15
LK6245090,Lunuvila South,793,793,1586,15
LK6245095,Bandirippuwa North,793,793,1586,15
LK6245100,Bandirippuwa West,793,793,1586,15
LK6245105,Wennappuwa South,793,793,1586,15
LK6245110,Ulhitiyawa South,793,793,1586,15
LK6245115,Kadawatha,793,793,1586,15
LK6245120,Dummaladeniya West,793,793,1586,15
LK6245125,Meda Dummaladeniya,793,793,1586,15
LK6245130,Dummaladeniya North,793,793,1586,15
LK6245135,Bandirippuwa East,793,793,1586,15
LK6245140,Dummaladeniya East,793,793,1586,15
LK6245145,Dummaladeniya South,793,793,1586,15
LK6245150,Wellamankaraya,793,793,1586,15
LK6245155,Meda Nainamadama,793,793,1586,15
LK6245160,Hanathotupola,793,793,1586,15
LK6245165,Boralessa West,793,793,1586,15
LK6245170,Boralessa North,793,793,1586,15
LK6245175,Boralessa East,793,793,1586,15
LK6245180,Boralessa South,793,793,1586,15
LK6245185,Nainamadama West,793,793,1586,15
LK6245190,Nainamadama East,793,793,1586,15
LK6245195,Mirissankotuwa North,793,793,1586,15
LK6245200,Mirissankotuwa South,793,793,1586,15
LK6245205,Bolawatta,793,793,1586,15
LK6245210,Rangammulla,793,793,1586,15
LK6245215,Kammala,793,793,1586,15
LK6245220,Angampitiya East,793,793,1586,15
LK6245225,Angampitiya West,793,793,1586,15
LK6245230,Aluttota,793,793,1586,15
LK6245235,Sindathriya,793,793,1586,15
LK6245240,Waikkala North,793,793,1586,15
LK6245245,Waikkala South,793,793,1586,15
LK6245250,Bolana,793,793,1586,15
LK6245255,Thambaravila,793,793,1586,15
LK6245260,Thopputhota,793,793,1586,15
LK6248,Dankotuwa,41250,41250,82500,15
LK6248005,Bothalegama,878,878,1756,15
LK6248010,Kirimetiyana East,878,877,1755,15
LK6248015,Thulawala,878,877,1755,15
LK6248020,Hundirapola,878,877,1755,15
LK6248025,Pothuwatawana,878,877,1755,15
LK6248030,Lihiriyagama,878,877,1755,15
LK6248035,Kahatavila Part,878,877,1755,15
LK6248040,Kahatavila West,878,877,1755,15
LK6248045,Meda Kirimetiyana,878,877,1755,15
LK6248050,Kirimetiyana North,878,877,1755,15
LK6248055,Kirimetiyana West,878,877,1755,15
LK6248060,Kirimetiyana South,878,877,1755,15
LK6248065,Pansal Handiya,878,877,1755,15
LK6248070,Haldanduwana North,878,877,1755,15
LK6248075,Mellawa,878,877,1755,15
LK6248080,Ihala Bujjampola,878,877,1755,15
LK6248085,Pahala Bujjampola,878,877,1755,15
LK6248090,Haldanduwana West,878,877,1755,15
LK6248095,Meda Haldanduwana,878,877,1755,15
LK6248100,Katukenda East,878,877,1755,15
LK6248105,Meda Katukenda,878,877,1755,15
LK6248110,Gonavila North,878,877,1755,15
LK6248115,Meda Gonavila,878,877,1755,15
LK6248120,Katukenda West,878,877,1755,15
LK6248125,Dankotuwa West,878,877,1755,15
LK6248130,Dankotuwa North,878,877,1755,15
LK6248135,Ihala Dummalakotuwa,878,877,1755,15
LK6248140,Haldanduwana South,878,877,1755,15
LK6248145,Pahala Mohottimulla,878,877,1755,15
LK6248150,Ihala Mohottimulla,878,877,1755,15
LK6248155,Sendiriyamulla,878,877,1755,15
LK6248160,Singakkuliya,878,877,1755,15
LK6248165,Kaluwachchimulla,878,877,1755,15
LK6248170,Motemulla,878,877,1755,15
LK6248175,Etiyawala North,878,877,1755,15
LK6248180,Pahala Dummalakotuwa,878,877,1755,15
LK6248185,Dankotuwa East,878,877,1755,15
LK6248190,Dankotuwa South,878,877,1755,15
LK6248195,Gonavila South,878,877,1755,15
LK6248200,Godella,878,877,1755,15
LK6248205,Morukkuliya,878,877,1755,15
LK6248210,Metikotuwa,878,877,1755,15
LK6248215,Thamarakuliya,878,877,1755,15
LK6248220,Etiyawala South,878,877,1755,15
LK6248225,Jankurawela,878,877,1755,15
LK6248230,Yogiyana,878,877,1755,15
LK6248235,Dikwela,878,877,1755,15
LK7,North Central,660000,660000,1320000,15
LK71,Anuradhapura,330000,330000,660000,15
LK7103,Padaviya,15000,15000,30000,15
LK7103005,Buddhangala,1000,1000,2000,15
LK7103010,Elikimbulagala,1000,1000,2000,15
LK7103015,Abhayapura,1000,1000,2000,15
LK7103020,Maithreepura,1000,1000,2000,15
LK7103025,Parakramapura,1000,1000,2000,15
LK7103030,Track B,1000,1000,2000,15
LK7103035,Bisokotuwa,1000,1000,2000,15
LK7103040,Sudarshanagama,1000,1000,2000,15
LK7103045,Balayawewa,1000,1000,2000,15
LK7103050,Mahasenpura,1000,1000,2000,15
LK7103055,Urewa,1000,1000,2000,15
LK7103060,Kumbukwewa,1000,1000,2000,15
LK7103065,Ruwanpura,1000,1000,2000,15
LK7103070,Bogahawewa,1000,1000,2000,15
LK7103075,Padaviya,1000,1000,2000,15
LK7106,Kebithigollewa,15000,15000,30000,15
LK7106005,Halmillawetiya,577,577,1154,15
LK7106010,Kanugahawewa,577,576,1153,15
LK7106015,Herathhalmillewa,577,576,1153,15
LK7106020,Bellankadawala,577,576,1153,15
LK7106025,Punchimudagama,577,576,1153,15
LK7106030,D 06 Wahalkada,577,576,1153,15
LK7106035,D 05 Wahalkada,577,576,1153,15
LK7106040,D 04 Wahalkada,577,576,1153,15
LK7106045,Kahatagollewa,577,576,1153,15
LK7106050,Thammennawa,577,576,1153,15
LK7106055,Kunchuttuwa,577,576,1153,15
LK7106060,Galawewa,577,576,1153,15
LK7106065,Thittagonewa,577,576,1153,15
LK7106070,Kurulugama,577,576,1153,15
LK7106075,Sinhalaetaweerawewa,577,576,1153,15
LK7106080,Ethalvidda Wewa,577,576,1153,15
LK7106085,Gonumeriyawa,577,576,1153,15
LK7106090,Kebithigollewa,577,576,1153,15
LK7106095,Ihala Usgollewa,577,576,1153,15
LK7106100,Aiyathigewewa,577,576,1153,15
LK7106105,Bandaraulpatha,577,576,1153,15
LK7106110,Kiriketuwewa,577,576,1153,15
LK7106115,Gonahathdenawa,577,576,1153,15
LK7106120,Thimbiriwewa,577,576,1153,15
LK7106125,Handagala Kirimetiyawa,577,576,1153,15
LK7106130,Wattewewa,577,576,1153,15
LK7109,Medawachchiya,15000,15000,30000,15
LK7109005,Prabodhagama,406,405,811,15
LK7109010,Paranahalmillewa,405,405,810,15
LK7109015,Lolugaswewa,405,405,810,15
LK7109020,Puhudivula,405,405,810,15
LK7109025,Heerallugama,405,405,810,15
LK7109030,Ethakada,405,405,810,15
LK7109035,Etaweeragollewa,405,405,810,15
LK7109040,Kadawath Rambewa,405,405,810,15
LK7109045,Maha Kumbukgollewa,405,405,810,15
LK7109050,Kidawarankulama,405,405,810,15
LK7109055,Anekattiya,405,405,810,15
LK7109060,Periyakulama,405,405,810,15
LK7109065,Poonewa,405,405,810,15
LK7109070,Isinbessagama,405,405,810,15
LK7109075,Mahadivulwewa,405,405,810,15
LK7109080,Kidagalegama,405,405,810,15
LK7109085,Moragoda,405,405,810,15
LK7109090,Unagaswewa,405,405,810,15
LK7109095,Kirigalwewa,405,405,810,15
LK7109100,Angunochchiya,405,405,810,15
LK7109105,Ekirikanda,405,405,810,15
LK7109110,Railway Town,405,405,810,15
LK7109115,Kadawathgama,405,405,810,15
LK7109120,Kuda Kumbukgollewa,405,405,810,15
LK7109125,Yakawewa,405,405,810,15
LK7109130,Thammenna Elawaka,405,405,810,15
LK7109135,Puleliya,405,405,810,15
LK7109140,Viralmurippuwa,405,405,810,15
LK7109145,Walpola,405,405,810,15
LK7109150,Katuwela,405,405,810,15
LK7109155,Medawachchiya West,405,405,810,15
LK7109160,Medawachchiya East,405,405,810,15
LK7109165,Kanadara Divulwewa,405,405,810,15
LK7109170,Helambagaswewa,405,405,810,15
LK7109175,Sangilikanadarawa,405,405,810,15
LK7109180,Lindawewa,405,405,810,15
LK7109185,Karambankulama,405,405,810,15
LK7112,Mahawilachchiya,15000,15000,30000,15
LK7112005,Dematamalgama,883,882,1765,15
LK7112010,Thanthirimale,882,882,1764,15
LK7112015,Nelumvila,882,882,1764,15
LK7112020,Sandamaleliya,882,882,1764,15
LK7112025,Thuppitiyawa,882,882,1764,15
LK7112030,Ethdathkalla,882,882,1764,15
LK7112035,Randoowa,882,882,1764,15
LK7112040,Palugaswewa,882,882,1764,15
LK7112045,Mannaram Junction,882,882,1764,15
LK7112050,Kuda Vilachchiya,882,882,1764,15
LK7112055,Mahavillachchiya,882,882,1764,15
LK7112060,Pemaduwa,882,882,1764,15
LK7112065,Kiralpetiyawa,882,882,1764,15
LK7112070,Navodagama,882,882,1764,15
LK7112075,Oyamaduwa,882,882,1764,15
LK7112080,Helambawewa,882,882,1764,15
LK7112085,Dunumadalawa,882,882,1764,15
LK7115,Nuwaragam Palatha Central,15000,15000,30000,15
LK7115005,Helambagaswewa,375,375,750,15
LK7115010,Asirikgama,375,375,750,15
LK7115015,Gambirigaswewa,375,375,750,15
LK7115020,Aluthgama,375,375,750,15
LK7115025,Galpottegama,375,375,750,15
LK7115030,Maha Ehetuwewa,375,375,750,15
LK7115035,Maningamuwa,375,375,750,15
LK7115040,Elayapattuwa,375,375,750,15
LK7115045,Diganegama,375,375,750,15
LK7115050,Karambewa,375,375,750,15
LK7115055,Galkadawala,375,375,750,15
LK7115060,Poowarsankulama,375,375,750,15
LK7115065,Paniyankadawala,375,375,750,15
LK7115070,Parasangaswewa,375,375,750,15
LK7115075,Mankadawala,375,375,750,15
LK7115080,Saliyapura,375,375,750,15
LK7115085,Ashokaramaya,375,375,750,15
LK7115090,Perimiyankulama,375,375,750,15
LK7115095,Katukeliyawa,375,375,750,15
LK7115100,Pusiyankulama,375,375,750,15
LK7115105,Mahamankadawala,375,375,750,15
LK7115110,Ilandagahawewa,375,375,750,15
LK7115115,Vihara Kallanchiya,375,375,750,15
LK7115120,Vihara Palugama,375,375,750,15
LK7115125,Devanampiyathissapura,375,375,750,15
LK7115130,Abhayawewa,375,375,750,15
LK7115135,Pethispura,375,375,750,15
LK7115140,Bandara Puliyankulama,375,375,750,15
LK7115145,Jayanthi Gramaya,375,375,750,15
LK7115150,Theppankulama,375,375,750,15
LK7115155,Thannayamkulama,375,375,750,15
LK7115160,Saliya Mawatha,375,375,750,15
LK7115165,Shuddha Nagaraya,375,375,750,15
LK7115170,Thisawewa,375,375,750,15
LK7115175,Wessagiriya,375,375,750,15
LK7115180,Isurumuniya,375,375,750,15
LK7115185,Pandulagama,375,375,750,15
LK7115190,Pahalagama,375,375,750,15
LK7115195,Mahabulankulama,375,375,750,15
LK7115200,Ulukkulama,375,375,750,15
LK7118,Rambewa,15000,15000,30000,15
